,Unnamed: 0,Character,Gender,Alive?,Title,Forename,Surname,Old Surname,Alias,Character_clean
402,363,cerenna lannister,F,A,,cerenna,lannister,,,cerenna lannister
403,857,cersei frey,F,A,,cersei,frey,,little bee,cersei frey
404,30,cersei lannister,F,A,Queen,cersei,lannister,,,cersei lannister
405,1794,cetherys,M,D,,cetherys,,,,cetherys
406,2123,chains,M,A,,chains,,,,chains
407,2352,chambers,M,H,Lord,?,chambers,,,chambers
408,198,chataya,F,A,,chataya,,,,chataya
409,2324,cheese,M,H,,?,,,cheese,cheese
410,284,chella,F,A,,chella,,,daughter of cheyk,chella
411,231,chett,M,D,,chett,,,,chett
412,2111,chezdhar zo rhaezn,M,A,,chezdhar,zo rhaezn,,,chezdhar zo rhaezn
413,181,chiggen,M,D,,chiggen,,,,chiggen
414,599,chiswyck,M,D,,chiswyck,,,,chiswyck
415,2272,clarence charlton,M,H,Ser,clarence,charlton,,,clarence charlton
416,1456,clarence crabb,M,F,Ser,clarence,crabb,,,clarence crabb
417,2358,clarent crakehall,M,H,Ser,clarent,crakehall,,,clarent crakehall
418,1674,clayton suggs,M,A,Ser,clayton,suggs,,,clayton suggs
419,1507,clement crabb,M,D,,clement,crabb,,,clement crabb
420,224,clement piper,M,A,Lord,clement,piper,,,clement piper
421,1224,cleon,M,D,King,cleon,,,the butcher king,cleon
422,1844,cleon the second,M,D,King,?,,,cleon the second,cleon the second
423,356,cleos frey,M,D,Ser,cleos,frey,,,cleos frey
424,1517,cletus yronwood,M,D,,cletus,yronwood,,,cletus yronwood
425,549,cley cerwyn,M,D,,cley,cerwyn,,,cley cerwyn
426,2215,cleyton caswell,M,H,Ser,cleyton,caswell,,,cleyton caswell
427,2229,clifford corklyn,M,H,Ser,clifford,corklyn,,,clifford corklyn
428,2082,clifford swann,M,A,Lord,clifford,swann,,,clifford swann
429,230,clydas,M,A,,clydas,,,,clydas
430,1939,coals,?,A,,coals,,,,coals
431,562,colen,M,A,Ser,colen,,,of greenpools,colen
432,756,colin florent,M,A,Ser,colin,florent,,,colin florent
433,1022,collio quaynis,M,A,,collio,quaynis,,,collio quaynis
434,1378,colloquo votar,M,D,,colloquo,votar,,,colloquo votar
435,888,colmar frey,M,A,,colmar,frey,,,colmar frey
436,236,conn,M,D,,conn,,,son of coratt,conn
437,488,conwy,M,A,,conwy,,,,conwy
438,237,coratt,M,U,,coratt,,,,coratt
439,776,corenna frey,F,D,Lady,corenna,frey,swann,,corenna frey
440,1677,corliss penny,M,A,Ser,corliss,penny,,,corliss penny
441,2314,corlys velaryon,M,H,Lord,corlys,velaryon,,,corlys velaryon
442,575,cortnay penrose,M,D,Ser,cortnay,penrose,,,cortnay penrose
443,2266,cosgrove,M,H,,cosgrove,,,,cosgrove
444,1598,cossomo,M,A,,cossomo,,,the conjurer,cossomo
445,2237,costayne,M,H,Lord,?,costayne,,,costayne
446,115,cotter pyke,M,A,,cotter,pyke,,,cotter pyke
447,1559,courtenay greenhill,M,A,Ser,courtenay,greenhill,,,courtenay greenhill
448,2302,crabb,M,H,Lord,?,crabb,,of the blacks,crabb
449,2416,craghas drahar,M,H,,craghas,drahar,,craghas crabfeeder,craghas drahar
450,1568,cragorn,M,D,,cragorn,,,,cragorn
451,576,craster,M,D,,craster,,,,craster
452,556,crawn,M,A,,crawn,,,son of calor,crawn
453,1979,cregan karstark,M,A,,cregan,karstark,,,cregan karstark
454,338,cregan stark,M,D,Lord,cregan,stark,,,cregan stark
455,1368,creighton longbough,M,A,Ser,creighton,longbough,,,creighton longbough
456,1704,creighton redfort,M,A,Ser,creighton,redfort,,,creighton redfort
457,1444,criston cole,M,D,Ser,criston,cole,,kingmaker,criston cole
458,1890,cromm,M,D,,cromm,,,,cromm
459,899,cugen,M,A,,cugen,,,,cugen
460,229,cuger,M,A,,cuger,,,,cuger
461,482,cutjack,M,U,,cutjack,,,,cutjack
462,1845,cutthroat,M,D,King,?,,,king cutthroat,cutthroat
463,850,cynthea frey,F,A,,cynthea,frey,,,cynthea frey
464,812,cyrenna frey,F,D,Lady,cyrenna,frey,swann,,cyrenna frey
465,1125,daario naharis,M,A,,daario,naharis,,,daario naharis
466,320,dacey mormont,F,D,,dacey,mormont,,,dacey mormont
467,178,dacks,M,U,,dacks,,,,dacks
468,2006,daegon shepherd,M,A,,daegon,shepherd,,the black shepherd,daegon shepherd
469,2408,daella arryn,F,H,Princess,daella,arryn,targaryen,daughter of jaehaerys i,daella arryn
470,2201,daella targaryen,F,H,Princess,daella,targaryen,,daughter of maekar i,daella targaryen
471,1069,daemon i blackfyre,M,D,,daemon,blackfyre,,"the black dragon, the pretender",daemon i blackfyre
472,2234,daemon ii blackfyre,M,H,,daemon,blackfyre,,"ser john the fiddler, daemon the younger",daemon ii blackfyre
473,1088,daemon sand,M,A,Ser,daemon,sand,,bastard of godsgrace,daemon sand
474,2292,daemon targaryen,M,H,Prince,daemon,targaryen,,,daemon targaryen
475,1571,daena targaryen,F,D,Princess,daena,targaryen,,,daena targaryen
476,32,daenerys targaryen,F,A,Princess,daenerys,targaryen,,stormborn,daenerys targaryen
477,1951,daenerys targaryen,F,D,,daenerys,targaryen,,daughter of aegon iv,daenerys targaryen
478,427,daeron i targaryen,M,D,King,daeron,targaryen,,the young dragon/the boy king,daeron i targaryen
479,409,daeron ii targaryen,M,D,King,daeron,targaryen,,the good,daeron ii targaryen
480,53,daeron targaryen,M,D,Prince,daeron,targaryen,,the drunken,daeron targaryen
481,2296,daeron targaryen,M,H,Prince,daeron,targaryen,,son of viserys i,daeron targaryen
482,2090,daeron vaith,M,A,Lord,daeron,vaith,,,daeron vaith
483,97,daeryssa,F,F,Princess,daeryssa,,,,daeryssa
484,787,dafyn vance,M,A,Ser,dafyn,vance,,,dafyn vance
485,514,dagmer,M,A,,dagmer,,,cleftjaw,dagmer
486,1832,dagon codd,M,D,,dagon,codd,,,dagon codd
487,1580,dagon greyjoy,M,D,Lord,dagon,greyjoy,,,dagon greyjoy
488,1889,dagon greyjoy,M,D,,dagon,greyjoy,,the drunkard,dagon greyjoy
489,1683,dagon ironmaker,M,A,,dagon,ironmaker,,,dagon ironmaker
490,1089,dagos manwoody,M,A,Lord,dagos,manwoody,,,dagos manwoody
491,1518,dake,M,D,,dake,,,,dake
492,2172,dake,M,H,,dake,,,of standfast,dake
493,678,dalbridge,M,D,,dalbridge,,,squire dalbridge,dalbridge
494,1901,dale,M,A,,dale,,,droopeye dale,dale
495,1498,dale drumm,M,A,,dale,drumm,,the dread,dale drumm
496,498,dale seaworth,M,D,,dale,seaworth,,,dale seaworth
497,434,dalla,F,A,,dalla,,,,dalla
498,934,dalla,F,D,,dalla,,,wife of mance rayder,dalla
499,2297,dalton greyjoy,M,H,Lord,dalton,greyjoy,,the red kraken,dalton greyjoy
500,1251,damion lannister,M,A,Ser,damion,lannister,,,damion lannister
501,1810,damon,M,A,,damon,,,damon dance-for-me,damon
502,2149,damon lannister,M,H,Lord,damon,lannister,,the grey lion,damon lannister
503,1258,damon marbrand,M,A,Lord,damon,marbrand,,,damon marbrand
504,870,damon paege,M,A,Ser,damon,paege,,,damon paege
505,1699,damon shett,M,A,Ser,damon,shett,,,damon shett
506,834,damon vypren,M,A,Ser,damon,vypren,,,damon vypren
507,1111,dan,M,A,,dan,,,hempen dan,dan
508,608,dancy,F,A,,dancy,,,,dancy
509,1391,danelle lothston,F,D,Lady,danelle,lothston,,mad danelle,danelle lothston
510,1978,dannel,M,A,,dannel,,,,dannel
511,1175,danny flint,M,D,,danny,flint,,,danny flint
512,1235,danos slynt,M,A,,danos,slynt,,,danos slynt
513,170,danwell frey,M,A,Ser,danwell,frey,,,danwell frey
514,109,dareon,M,D,,dareon,,,,dareon
515,2276,darklyn,M,H,Lord,?,darklyn,,during the second blackfyre rebellion,darklyn
516,2313,darklyn,M,H,Lord,?,darklyn,,of the blacks,darklyn
517,2372,darla deddings,M,H,Lady,darla,deddings,,,darla deddings
518,359,darlessa marbrand,F,A,,darlessa,marbrand,,,darlessa marbrand
519,319,daryn hornwood,M,D,,daryn,hornwood,,,daryn hornwood
520,365,daven lannister,M,A,Ser,daven,lannister,,,daven lannister
521,2373,davos dedding,M,H,Lord,davos,dedding,,,davos dedding
522,439,davos seaworth,M,A,Ser,davos,seaworth,,the onion knight,davos seaworth
523,793,deana frey,F,A,,deana,frey,hardyng,,deana frey
524,1049,deddings,M,D,Lord,?,deddings,,,deddings
525,1050,deddings,F,D,Lady,?,deddings,,,deddings
526,2395,deddings,M,H,Lord,?,deddings,,of the blacks,deddings
527,1117,del,M,D,,del,,,,del
528,509,delena norcross,F,A,,delena,norcross,florent,,delena norcross
529,881,della frey,F,A,,della,frey,,deaf della,della frey
530,1277,delonne allyrion,F,A,Lady,delonne,allyrion,,,delonne allyrion
531,645,delp,M,D,,delp,,,,delp
532,1066,dennet,M,A,,dennet,,,,dennet
533,1317,dennett,M,A,,dennett,,,,dennett
534,1189,dennis plumm,M,A,,dennis,plumm,,,dennis plumm
535,1381,denyo terys,M,A,,denyo,terys,,,denyo terys
536,2333,denys,M,H,,denys,,,silver denys,denys
537,1005,denys arryn,M,D,Ser,denys,arryn,,,denys arryn
538,1392,denys darklyn,M,D,Lord,denys,darklyn,,,denys darklyn
539,1496,denys drumm,M,A,,denys,drumm,,,denys drumm
540,126,denys mallister,M,A,Ser,denys,mallister,,,denys mallister
541,1713,denys redwyne,M,A,,denys,redwyne,,,denys redwyne
542,2122,denys strong,M,A,,denys,strong,,,denys strong
543,1711,denyse redwyne,F,A,,denyse,redwyne,hightower,,denyse redwyne
544,1880,denzo d'han,M,A,,denzo,d'han,,,denzo d'han
545,666,deremond,M,F,Lord,?,deremond,,,deremond
546,702,dermot,M,A,Ser,dermot,,,of the rainwood,dermot
547,392,desmera redwyne,F,A,,desmera,redwyne,,,desmera redwyne
548,16,desmond,M,D,,desmond,,,,desmond
549,373,desmond grell,M,A,Ser,desmond,grell,,,desmond grell
550,1712,desmond redwyne,M,A,Ser,desmond,redwyne,,,desmond redwyne
551,503,devan seaworth,M,A,,devan,seaworth,,,devan seaworth
552,2025,devyn sealskinner,M,A,,devyn,sealskinner,,,devyn sealskinner
553,1083,deziel dalt,M,A,Ser,deziel,dalt,,the knight of lemonwood,deziel dalt
554,2062,dhazzar,?,A,,dhazzar,,,,dhazzar
555,1032,dick,M,U,,dick,,,fletcher dick,dick
556,1102,dick,M,A,,dick,,,beardless dick,dick
557,1814,dick,M,D,,dick,,,yellow dick,dick
558,2037,dick cole,M,A,,dick,cole,,,dick cole
559,1400,dick crabb,M,D,,dick,crabb,,nimble dick,dick crabb
560,1112,dick follard,M,D,,dick,follard,,deaf dick follard,dick follard
561,1859,dick straw,M,A,,dick,straw,,,dick straw
562,865,dickon frey,M,A,,dickon,frey,,,dickon frey
563,1092,dickon manwoody,M,A,,dickon,manwoody,,,dickon manwoody
564,259,dickon tarly,M,A,,dickon,tarly,,,dickon tarly
565,1167,dilly,F,D,,dilly,,,dornish dilly,dilly
566,909,dirk,M,D,,dirk,,,,dirk
567,485,dobber,M,D,,dobber,,,,dobber
568,235,dolf,M,U,,dolf,,,,dolf
569,539,domeric bolton,M,D,,domeric,bolton,,,domeric bolton
570,114,donal noye,M,D,,donal,noye,,,donal noye
571,2145,dondarrion,M,H,Lord,?,dondarrion,,the first lord dondarrion,dondarrion
572,2411,dondarrion,M,H,Lord,?,dondarrion,,in 82 ac,dondarrion
573,1345,donel greyjoy,M,D,,donel,greyjoy,,,donel greyjoy
574,538,donella hornwood,F,D,Lady,donella,hornwood,,,donella hornwood
575,1470,donnel,M,D,Ser,donnel,,,of duskendale,donnel
576,2204,donnel arryn,M,H,Lord,donnel,arryn,,,donnel arryn
577,1497,donnel drumm,M,A,,donnel,drumm,,,donnel drumm
578,1967,donnel flint,M,A,,donnel,flint,,black donnel flint,donnel flint
579,810,donnel haigh,M,A,Ser,donnel,haigh,,,donnel haigh
580,908,donnel hill,M,A,,donnel,hill,,sweet donnel,donnel hill
581,597,donnel locke,M,D,Ser,donnel,locke,,,donnel locke
582,734,donnel swann,M,A,Ser,donnel,swann,,,donnel swann
583,190,donnel waynwood,M,A,Ser,donnel,waynwood,,,donnel waynwood
584,61,donnis,M,U,,donnis,,,,donnis
585,771,donnor saltcliffe,M,A,Lord,donnor,saltcliffe,,,donnor saltcliffe
586,716,donnor stark,M,D,Lord,donnor,stark,,,donnor stark
587,294,dontos hollard,M,D,Ser,dontos,hollard,,,dontos hollard
588,297,doran martell,M,A,Prince,doran,martell,,,doran martell
589,1473,dorcas,F,A,,dorcas,,,,dorcas
590,1973,dorden,M,A,Ser,dorden,,,the dour,dorden
591,1274,dorea sand,F,A,,dorea,sand,,,dorea sand
592,81,doreah,F,D,,doreah,,,,doreah
593,973,dormund,M,D,,dormund,,,son of tormund,dormund
594,351,dorna lannister,F,A,,dorna,lannister,swyft,,dorna lannister
595,487,dorren stark,M,D,King,dorren,stark,,,dorren stark
596,2070,doss,M,A,,doss,,,blind doss,doss
597,2067,draqaz,?,A,,draqaz,,,,draqaz
598,674,drennan,M,D,,drennan,,,,drennan
599,1319,dryn,M,A,,dryn,,,son of tormund,dryn
600,1055,dudley,M,D,Ser,dudley,,,,dudley
601,613,dunaver,M,A,Ser,dunaver,,,,dunaver
602,1201,duncan,M,D,Ser,duncan,,,the tall,duncan
603,1941,duncan liddle,M,A,,duncan,liddle,,big liddle,duncan liddle
604,2121,duncan strong,M,A,,duncan,strong,,,duncan strong
605,1203,duncan targaryen,M,D,Prince,duncan,targaryen,,the prince of dragonflies,duncan targaryen
606,602,dunsen,M,A,,dunsen,,,,dunsen
607,639,dunstan drumm,M,A,Lord,dunstan,drumm,,,dunstan drumm
608,446,duram bar emmon,M,A,Lord,duram,bar emmon,,,duram bar emmon
609,1796,duran,M,D,,duran,,,,duran
610,620,durran godsgrief,M,D,King,durran,godsgrief,,,durran godsgrief
611,1040,dyah,F,A,,dyah,,,,dyah
612,705,dykk harlaw,M,U,,dykk,harlaw,,,dykk harlaw
613,260,dywen,M,U,,dywen,,,,dywen
614,1166,easy,M,D,,easy,,,,easy
615,663,ebben,M,D,,ebben,,,,ebben
616,1313,ebben,M,D,,ebben,,,eggen,ebben
617,744,eddara tallhart,F,A,,eddara,tallhart,,,eddara tallhart
618,271,eddard karstark,M,D,,eddard,karstark,,,eddard karstark
619,8,eddard stark,M,D,Lord,eddard,stark,,,eddard stark
620,726,edderion stark,M,D,King,edderion,stark,,the bridegroom,edderion stark
621,523,eddison tollett,M,A,,eddison,tollett,,dolorous edd,eddison tollett
622,2269,eden risley,M,H,Ser,eden,risley,,,eden risley
623,1437,edgerran oakheart,M,A,Lord,edgerran,oakheart,,the open-handed,edgerran oakheart
624,1453,edmund ambrose,M,A,Ser,edmund,ambrose,,,edmund ambrose
625,2097,edmund blackwood,M,A,,edmund,blackwood,,,edmund blackwood
626,1536,edmund waxley,M,A,Lord,edmund,waxley,,,edmund waxley
627,54,edmure tully,M,A,Ser,edmure,tully,,,edmure tully
628,371,edmyn tully,M,D,,edmyn,tully,,,edmyn tully
629,419,edric dayne,M,U,Lord,edric,dayne,,ned,edric dayne
630,510,edric storm,M,A,,edric,storm,,,edric storm
631,730,edrick stark,M,D,King,edrick,stark,,snowbeard,edrick stark
632,698,edwyd fossoway,M,D,Ser,edwyd,fossoway,,,edwyd fossoway
633,713,edwyle stark,M,D,Lord,edwyle,stark,,,edwyle stark
634,778,edwyn frey,M,A,,edwyn,frey,,,edwyn frey
635,2176,edwyn osgrey,M,H,Ser,edwyn,osgrey,,,edwyn osgrey
636,721,edwyn stark,M,D,King,edwyn,stark,,the spring king,edwyn stark
637,2077,eerl harlaw,M,A,,eerl,harlaw,,,eerl harlaw
638,617,eggon,M,A,,eggon,,,,eggon
639,651,egon emeros,M,A,,egon,emeros,,the exquisite,egon emeros
640,1797,eladon goldenhair,M,D,,eladon goldenhair,,,,eladon goldenhair
641,684,elbert arryn,M,D,,elbert,arryn,,,elbert arryn
642,594,eldiss,M,D,,eldiss,,,,eldiss
643,656,eldon estermont,M,A,Lord,eldon,estermont,,,eldon estermont
644,1486,eldred codd,M,A,,eldred,codd,,,eldred codd
645,2103,eleanor tarly,F,A,,eleanor,tarly,mooton,,eleanor tarly
646,621,elenei,F,D,,elenei,,,,elenei
647,967,elenya westerling,F,A,,elenya,westerling,,,elenya westerling
648,37,elia martell,F,D,Princess,elia,martell,,,elia martell
649,1272,elia sand,F,A,,elia,sand,,,elia sand
650,921,elinor tyrell,F,A,,elinor,tyrell,,,elinor tyrell
651,1097,ellaria sand,F,A,,ellaria,sand,,,ellaria sand
652,1281,ellery vance,M,A,Ser,ellery,vance,,,ellery vance
653,1586,ellyn tarbeck,F,D,Lady,ellyn,tarbeck,reyne,,ellyn tarbeck
654,303,elmar frey,M,U,,elmar,frey,,,elmar frey
655,898,elron,M,A,,elron,,,,elron
656,985,elwood,M,D,,elwood,,,,elwood
657,1212,elwood harte,M,A,Ser,elwood,harte,,,elwood harte
658,658,elwood meadows,M,A,Lord,elwood,meadows,,,elwood meadows
659,831,elyana wylde,F,A,,elyana,wylde,vypren,,elyana wylde
660,570,elyas willum,M,A,,elyas,willum,,,elyas willum
661,1289,elyn tyrell,F,A,Lady,elyn,tyrell,norridge,,elyn tyrell
662,1654,elys waynwood,M,D,Ser,elys,waynwood,,,elys waynwood
663,863,emberlei frey,F,A,,emberlei,frey,,,emberlei frey
664,1325,emma,F,A,,emma,,,,emma
665,1232,emmett,M,A,,emmett,,,iron emmett,emmett
666,627,emmon cuy,M,D,Ser,emmon,cuy,,the yellow,emmon cuy
667,171,emmon frey,M,A,Ser,emmon,frey,,,emmon frey
668,1334,emmond,M,A,,emmond,,,,emmond
669,1737,emphyria vance,F,A,,emphyria,vance,,,emphyria vance
670,1199,emrick,M,A,,emrick,,,,emrick
671,706,endehar,M,U,,endehar,,,,endehar
672,304,endrew tarth,M,D,Ser,endrew,tarth,,,endrew tarth
673,644,enger,M,A,,enger,,,,enger
674,214,eon hunter,M,D,Lord,eon,hunter,,,eon hunter
675,747,erena glover,F,A,,erena,glover,,,erena glover
676,1494,erik ironmaker,M,A,,erik,ironmaker,,erik anvil-breaker/erik the just,erik ironmaker
677,453,ermesande hayford,F,A,Lady,ermesande,hayford,,,ermesande hayford
678,327,eroeh,F,D,,eroeh,,,,eroeh
679,991,erreg,M,D,King,erreg,,,the kinslayer,erreg
680,657,erren florent,M,A,Ser,erren,florent,,,erren florent
681,1015,errok,M,A,,errok,,,,errok
682,918,erryk,M,A,,erryk,,,left/right,erryk
683,65,erryk cargyll,M,D,Ser,erryk,cargyll,,,erryk cargyll
684,586,esgred,F,A,,esgred,,,,esgred
685,218,ethan glover,M,D,,ethan,glover,,,ethan glover
686,404,euron greyjoy,M,A,,euron,greyjoy,,crow's eye,euron greyjoy
687,1620,eustace,M,A,,eustace,,,of braavos,eustace
688,1511,eustace brune,M,A,Lord,eustace,brune,,,eustace brune
689,1702,eustace hunter,M,A,Ser,eustace,hunter,,,eustace hunter
690,2167,eustace osgrey,M,H,Ser,eustace,osgrey,,useless,eustace osgrey
691,727,eyron stark,M,D,King,eyron,stark,,,eyron stark
692,1921,ezzara,F,A,,ezzara,,,,ezzara
693,1619,ezzelyno,M,A,,ezzelyno,,,,ezzelyno
694,1877,faezhar zo faez,M,A,,faezhar,zo faez,,the rabbit,faezhar zo faez
695,1567,falia flowers,F,A,,falia,flowers,,,falia flowers
696,452,falyse stokeworth,F,D,,falyse,stokeworth,,,falyse stokeworth
697,208,farlen,M,D,,farlen,,,,farlen
698,2209,farman,M,H,Lord,?,farman,,in the dance of the dragons,farman
699,1152,fell,M,D,Lord,?,fell,,,fell
700,1041,ferny,F,A,,ferny,,,,ferny
701,2107,ferrego antaryon,M,A,,ferrego,antaryon,,,ferrego antaryon
702,2230,ferret,M,H,,ferret,,,,ferret
703,2044,fingers,M,A,,fingers,,,,fingers
704,289,flement brax,M,A,Ser,flement,brax,,,flement brax
705,2141,florent,M,H,Lord,?,florent,,blind lord florent,florent
706,247,florian,M,F,Ser,florian,,,the fool,florian
707,2371,florian greysteel,M,H,Ser,florian,greysteel,,,florian greysteel
708,2366,footly,M,H,Lord,?,footly,,of the blacks,footly
709,341,forley prester,M,A,Ser,forley,prester,,,forley prester
710,1024,fornio,M,U,,fornio,,,,fornio
711,2348,forrest frey,M,H,Lord,forrest,frey,,,forrest frey
712,1481,fralegg,M,A,,fralegg,,,the strong,fralegg
713,1851,franklyn flowers,M,A,,franklyn,flowers,,,franklyn flowers
714,1640,franklyn fowler,M,A,Lord,franklyn,fowler,,the old hawk,franklyn fowler
715,2257,franklyn frey,M,H,Ser,franklyn,frey,,,franklyn frey
716,2004,frenya,F,D,,frenya,,,,frenya
717,2254,frey,M,H,Lord,?,frey,,father of lord walder frey,frey
718,2425,frey,M,H,,?,frey,,fool frey,frey
719,1643,frynne,M,A,,frynne,,,,frynne
720,2017,fulk,M,A,,fulk,,,the flea,fulk
721,70,gage,M,U,,gage,,,,gage
722,1755,galazza galare,F,A,,galazza,galare,,the green grace,galazza galare
723,120,galbart glover,M,U,Lord,galbart,glover,,,galbart glover
724,1816,galendro,M,A,,galendro,,,,galendro
725,1375,galladon,M,F,Ser,galladon,,,of morne,galladon
726,1577,galladon tarth,M,D,,galladon,tarth,,,galladon tarth
727,2260,galtry,M,H,Ser,galtry,,,the green,galtry
728,1017,galyeon,M,A,,galyeon,,,of cuy,galyeon
729,0,gared,M,D,,gared,,,,gared
730,2223,gareth,M,H,Ser,gareth,,,the grey,gareth
731,1734,gareth clifton,M,A,Ser,gareth,clifton,,,gareth clifton
732,2354,garibald grey,M,H,Ser,garibald,grey,,,garibald grey
733,1514,garin,M,A,,garin,,,,garin
734,380,garlan tyrell,M,A,Ser,garlan,tyrell,,the gallant,garlan tyrell
735,2018,garrett,M,A,,garrett,,,garrett greenspear,garrett
736,387,garrett flowers,M,A,,garrett,flowers,,,garrett flowers
737,1569,garrett paege,M,A,,garrett,paege,,,garrett paege
738,1459,garrison prester,M,A,Lord,garrison,prester,,,garrison prester
739,386,garse flowers,M,A,,garse,flowers,,,garse flowers
740,1233,garse goodbrook,M,D,Ser,garse,goodbrook,,,garse goodbrook
741,1026,garth,M,D,,garth,,,of oldtown,garth
742,1027,garth,M,D,,garth,,,of greenaway,garth
743,1038,garth,M,D,,garth,,,greyfeather,garth
744,1912,garth,M,A,,garth,,,of wolf's den,garth
745,2377,garth,M,H,Ser,garth,,,the harelip,garth
746,376,garth gardener,M,D,King,garth,gardener,,greenhand,garth gardener
747,323,garth greenfield,M,A,Ser,garth,greenfield,,,garth greenfield
748,1664,garth hightower,M,A,Ser,garth,hightower,,greysteel,garth hightower
749,385,garth tyrell,M,D,,garth,tyrell,,the gross,garth tyrell
750,1387,garth xii gardener,M,D,King,garth,gardener,,,garth xii gardener
751,1441,gascoyne,M,A,Ser,gascoyne,,,of the greenblood,gascoyne
752,2069,gavin,M,A,,gavin,,,the trader,gavin
753,746,gawen glover,M,A,,gawen,glover,,,gawen glover
754,2137,gawen swann,M,H,Lord,gawen,swann,,,gawen swann
755,321,gawen westerling,M,A,Lord,gawen,westerling,,,gawen westerling
756,628,gawen wylde,M,D,Ser,gawen,wylde,,,gawen wylde
757,1788,gella,F,A,,gella,,,,gella
758,1982,gelmarr,M,D,,gelmarr,,,the grim,gelmarr
759,583,gendel,M,F,King,gendel,,,,gendel
760,151,gendry,M,A,,gendry,,,,gendry
761,355,genna frey,F,A,,genna,frey,lannister,,genna frey
762,1741,geoff,M,A,,geoff,,,the squirrel,geoff
763,1145,gerald gower,M,A,Ser,gerald,gower,,,gerald gower
764,847,geremy frey,M,D,Ser,geremy,frey,,,geremy frey
765,1128,gergen,M,U,,gergen,,,green gergen,gergen
766,360,gerion lannister,M,U,,gerion,lannister,,gery,gerion lannister
767,1423,germund botley,M,A,Lord,germund,botley,,,germund botley
768,1515,gerold dayne,M,A,Ser,gerold,dayne,,darkstar,gerold dayne
769,1534,gerold grafton,M,A,Lord,gerold,grafton,,,gerold grafton
770,67,gerold hightower,M,D,Ser,gerold,hightower,,the white bull,gerold hightower
771,2217,gerold lannister,M,H,Ser,gerold,lannister,,,gerold lannister
772,529,gerren,M,D,,gerren,,,,gerren
773,2020,gerrick kingsblood,M,A,,gerrick,kingsblood,,,gerrick kingsblood
774,1764,gerris drinkwater,M,A,Ser,gerris,drinkwater,,,gerris drinkwater
775,1866,gerrold,M,A,,gerrold,,,black gerrold,gerrold
776,1865,gerrold redback,M,A,,gerrold,redback,,,gerrold redback
777,635,gevin harlaw,M,A,,gevin,harlaw,,,gevin harlaw
778,1223,ghael,M,A,,ghael,,,,ghael
779,1873,ghazdor zo ahlaq,M,A,,ghazdor,zo ahlaq,,lord wobblecheeks,ghazdor zo ahlaq
780,1076,gilbert farring,M,A,Ser,gilbert,farring,,,gilbert farring
781,578,gilly,F,A,,gilly,,,,gilly
782,1532,gilwood hunter,M,A,Ser,gilwood,hunter,,young lord hunter,gilwood hunter
783,244,gladden wylde,M,D,Ser,gladden,wylde,,,gladden wylde
784,2239,glendon ball,M,H,Ser,glendon,ball,,,glendon ball
785,2379,glendon goode,M,H,Ser,glendon,goode,,,glendon goode
786,1221,glendon hewett,M,A,Ser,glendon,hewett,,,glendon hewett
787,907,goady,M,A,,goady,,,,goady
788,1695,godric borrell,M,A,Lord,godric,borrell,,,godric borrell
789,1675,godry farring,M,A,Ser,godry,farring,,giantslayer,godry farring
790,187,godwyn,M,U,,godwyn,,,,godwyn
791,1804,goghor,M,A,,goghor,,,the giant,goghor
792,1044,goodman beck,M,D,Goodman,beck,,,,goodman beck
793,603,goodwife amabel,F,U,Goodwife,amabel,,,,goodwife amabel
794,604,goodwife harra,F,A,Goodwife,harra,,,,goodwife harra
795,1060,goodwife maerie,F,D,Goodwife,maerie,,,,goodwife maerie
796,1065,goodwife nolla,F,D,Goodwife,nolla,,,,goodwife nolla
797,1669,gorghan,M,D,,gorghan,,,of old ghis,gorghan
798,2300,gormon massey,M,H,Lord,gormon,massey,,,gormon massey
799,2225,gormon peake,M,H,Lord,gormon,peake,,,gormon peake
800,1500,gormond drumm,M,D,,gormond,drumm,,the oldfather,gormond drumm
801,1337,gormond goodbrother,M,A,,gormond,goodbrother,,,gormond goodbrother
802,584,gorne,M,F,King,gorne,,,,gorne
803,512,gorold goodbrother,M,A,Lord,gorold,goodbrother,,,gorold goodbrother
804,1854,gorys edoryen,M,A,,gorys,edoryen,,,gorys edoryen
805,1876,gorzhak zo eraz,M,D,,gorzhak,zo eraz,,pudding face,gorzhak zo eraz
806,249,gowen baratheon,M,D,,gowen,baratheon,,,gowen baratheon
807,1338,gran goodbrother,M,A,,gran,goodbrother,,,gran goodbrother
808,2143,grance morrigen,M,H,Ser,grance,morrigen,,,grance morrigen
809,76,grand maester aethelmure,M,D,Grand Maester,aethelmure,,,,grand maester aethelmure
810,1622,grand maester ellendor,M,D,Grand Maester,ellendor,,,,grand maester ellendor
811,955,grand maester gerardys,M,D,Grand Maester,gerardys,,,,grand maester gerardys
812,1072,grand maester hareth,M,D,Grand Maester,hareth,,,,grand maester hareth
813,1183,grand maester kaeth,M,D,Grand Maester,kaeth,,,,grand maester kaeth
814,137,grand maester malleon,M,D,Grand Maester,malleon,,,,grand maester malleon
815,2422,grand maester mellos,M,H,Grand Maester,mellos,,,,grand maester mellos
816,1623,grand maester merion,M,D,Grand Maester,merion,,,,grand maester merion
817,1779,grand maester munkun,M,D,Grand Maester,munkun,,,,grand maester munkun
818,2284,grand maester orwyle,M,H,Grand Maester,orwyle,,,,grand maester orwyle
819,25,grand maester pycelle,M,D,Grand Maester,pycelle,,,,grand maester pycelle
